"Notes"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Ventricular fibrillation and flutter"	"I49.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	15	10081044	Unreliable
	"Ventricular fibrillation and flutter"	"I49.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	21	10114934	0.2
	"Ventricular fibrillation and flutter"	"I49.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	24	10164966	0.2
	"Ventricular fibrillation and flutter"	"I49.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	18	10184278	Unreliable
	"Ventricular fibrillation and flutter"	"I49.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	33	9431804	0.3
	"Ventricular fibrillation and flutter"	"I49.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	34	9489217	0.4
	"Ventricular fibrillation and flutter"	"I49.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	30	9536193	0.3
	"Ventricular fibrillation and flutter"	"I49.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	40	9581261	0.4
	"Ventricular fibrillation and flutter"	"I49.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	46	9611513	0.5
	"Sick sinus syndrome"	"I49.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	25	10033393	0.2
	"Sick sinus syndrome"	"I49.5"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Sick sinus syndrome"	"I49.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	10	10114934	Unreliable
	"Sick sinus syndrome"	"I49.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	12	10164966	Unreliable
	"Sick sinus syndrome"	"I49.5"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	14	10184278	Unreliable
	"Sick sinus syndrome"	"I49.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	10	9489217	Unreliable
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	188	10033393	1.9
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	181	10081044	1.8
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	164	10114934	1.6
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	164	10164966	1.6
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	151	10184278	1.5
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	179	9431804	1.9
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	183	9489217	1.9
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	153	9536193	1.6
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	160	9581261	1.7
	"Cardiac arrhythmia, unspecified"	"I49.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	157	9611513	1.6
	"Congestive heart failure"	"I50.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	1444	10033393	14.4
	"Congestive heart failure"	"I50.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	1358	10081044	13.5
	"Congestive heart failure"	"I50.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	1537	10114934	15.2
	"Congestive heart failure"	"I50.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	1450	10164966	14.3
	"Congestive heart failure"	"I50.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	1555	10184278	15.3
	"Congestive heart failure"	"I50.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	945	9431804	10.0
	"Congestive heart failure"	"I50.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	1064	9489217	11.2
	"Congestive heart failure"	"I50.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	1201	9536193	12.6
	"Congestive heart failure"	"I50.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	1182	9581261	12.3
	"Congestive heart failure"	"I50.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	1191	9611513	12.4
	"Left ventricular failure"	"I50.1"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	17	9611513	Unreliable
	"Heart failure, unspecified"	"I50.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	200	10033393	2.0
	"Heart failure, unspecified"	"I50.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	208	10081044	2.1
	"Heart failure, unspecified"	"I50.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	229	10114934	2.3
	"Heart failure, unspecified"	"I50.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	213	10164966	2.1
	"Heart failure, unspecified"	"I50.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	256	10184278	2.5
	"Heart failure, unspecified"	"I50.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	129	9431804	1.4
	"Heart failure, unspecified"	"I50.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	176	9489217	1.9
	"Heart failure, unspecified"	"I50.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	191	9536193	2.0
	"Heart failure, unspecified"	"I50.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	185	9581261	1.9
	"Heart failure, unspecified"	"I50.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	277	9611513	2.9
	"Myocarditis, unspecified"	"I51.4"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	12	10033393	Unreliable
	"Myocarditis, unspecified"	"I51.4"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	16	10081044	Unreliable
	"Myocarditis, unspecified"	"I51.4"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	20	10114934	0.2
	"Myocarditis, unspecified"	"I51.4"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	15	10164966	Unreliable
	"Myocarditis, unspecified"	"I51.4"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	13	9431804	Unreliable
	"Myocarditis, unspecified"	"I51.4"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	22	9489217	0.2
	"Myocarditis, unspecified"	"I51.4"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	23	9536193	0.2
	"Myocarditis, unspecified"	"I51.4"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	16	9581261	Unreliable
	"Myocarditis, unspecified"	"I51.4"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Cardiovascular disease, unspecified"	"I51.6"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	127	10033393	1.3
	"Cardiovascular disease, unspecified"	"I51.6"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	156	10081044	1.5
	"Cardiovascular disease, unspecified"	"I51.6"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	153	10114934	1.5
	"Cardiovascular disease, unspecified"	"I51.6"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	174	10164966	1.7
	"Cardiovascular disease, unspecified"	"I51.6"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	215	10184278	2.1
	"Cardiovascular disease, unspecified"	"I51.6"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	106	9431804	1.1
	"Cardiovascular disease, unspecified"	"I51.6"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	132	9489217	1.4
	"Cardiovascular disease, unspecified"	"I51.6"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	134	9536193	1.4
	"Cardiovascular disease, unspecified"	"I51.6"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	138	9581261	1.4
	"Cardiovascular disease, unspecified"	"I51.6"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	196	9611513	2.0
	"Cardiomegaly"	"I51.7"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	50	10033393	0.5
	"Cardiomegaly"	"I51.7"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	28	10081044	0.3
	"Cardiomegaly"	"I51.7"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	36	10114934	0.4
	"Cardiomegaly"	"I51.7"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	44	10164966	0.4
	"Cardiomegaly"	"I51.7"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	43	10184278	0.4
	"Cardiomegaly"	"I51.7"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	98	9431804	1.0
	"Cardiomegaly"	"I51.7"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	71	9489217	0.7
	"Cardiomegaly"	"I51.7"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	66	9536193	0.7
	"Cardiomegaly"	"I51.7"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	83	9581261	0.9
	"Cardiomegaly"	"I51.7"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	73	9611513	0.8
	"Other ill-defined heart diseases"	"I51.8"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	44	10033393	0.4
	"Other ill-defined heart diseases"	"I51.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	32	10081044	0.3
	"Other ill-defined heart diseases"	"I51.8"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	33	10114934	0.3
	"Other ill-defined heart diseases"	"I51.8"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	19	10164966	Unreliable
	"Other ill-defined heart diseases"	"I51.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	39	10184278	0.4
	"Other ill-defined heart diseases"	"I51.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	24	9431804	0.3
	"Other ill-defined heart diseases"	"I51.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	25	9489217	0.3
	"Other ill-defined heart diseases"	"I51.8"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	18	9536193	Unreliable
	"Other ill-defined heart diseases"	"I51.8"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	23	9581261	0.2
	"Other ill-defined heart diseases"	"I51.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	32	9611513	0.3
	"Heart disease, unspecified"	"I51.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	139	10033393	1.4
	"Heart disease, unspecified"	"I51.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	102	10081044	1.0
	"Heart disease, unspecified"	"I51.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	122	10114934	1.2
	"Heart disease, unspecified"	"I51.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	122	10164966	1.2
	"Heart disease, unspecified"	"I51.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	144	10184278	1.4
	"Heart disease, unspecified"	"I51.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	136	9431804	1.4
	"Heart disease, unspecified"	"I51.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	127	9489217	1.3
	"Heart disease, unspecified"	"I51.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	125	9536193	1.3
	"Heart disease, unspecified"	"I51.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	132	9581261	1.4
	"Heart disease, unspecified"	"I51.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	139	9611513	1.4
	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	10	10033393	Unreliable
	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	12	10081044	Unreliable
	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	10	9581261	Unreliable
	"Other subarachnoid haemorrhage"	"I60.8"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Other subarachnoid haemorrhage"	"I60.8"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Other subarachnoid haemorrhage"	"I60.8"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	10	9431804	Unreliable
	"Other subarachnoid haemorrhage"	"I60.8"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	11	9489217	Unreliable
	"Other subarachnoid haemorrhage"	"I60.8"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	11	9611513	Unreliable
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	176	10033393	1.8
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	195	10081044	1.9
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	190	10114934	1.9
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	199	10164966	2.0
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	170	10184278	1.7
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	96	9431804	1.0
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	107	9489217	1.1
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	109	9536193	1.1
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	111	9581261	1.2
	"Subarachnoid haemorrhage, unspecified"	"I60.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	100	9611513	1.0
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	11	10164966	Unreliable
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	12	10184278	Unreliable
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	12	9489217	Unreliable
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	12	9536193	Unreliable
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	19	9581261	Unreliable
	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	17	9611513	Unreliable
	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	15	10114934	Unreliable
	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	10	9536193	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	19	10114934	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	10	10184278	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	18	9431804	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	13	9489217	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	21	9536193	0.2
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	13	9581261	Unreliable
	"Intracerebral haemorrhage in brain stem"	"I61.3"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	18	9611513	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	11	10033393	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	11	10081044	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	23	10164966	0.2
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	17	9536193	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	14	9581261	Unreliable
	"Intracerebral haemorrhage in cerebellum"	"I61.4"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	14	9611513	Unreliable
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	24	10033393	0.2
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	23	10081044	0.2
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	31	10114934	0.3
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	38	10164966	0.4
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	28	10184278	0.3
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	22	9431804	0.2
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	24	9489217	0.3
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	20	9536193	0.2
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	33	9581261	0.3
	"Intracerebral haemorrhage, intraventricular"	"I61.5"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	29	9611513	0.3
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	392	10033393	3.9
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	388	10081044	3.8
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	412	10114934	4.1
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	418	10164966	4.1
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	370	10184278	3.6
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	298	9431804	3.2
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	337	9489217	3.6
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	333	9536193	3.5
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	316	9581261	3.3
	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	300	9611513	3.1
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	66	10033393	0.7
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	50	10081044	0.5
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	53	10114934	0.5
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	61	10164966	0.6
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	61	10184278	0.6
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	64	9431804	0.7
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	75	9489217	0.8
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	73	9536193	0.8
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	69	9581261	0.7
	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	80	9611513	0.8
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	323	10033393	3.2
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	286	10081044	2.8
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	312	10114934	3.1
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	320	10164966	3.1
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	324	10184278	3.2
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	293	9431804	3.1
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	274	9489217	2.9
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	260	9536193	2.7
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	287	9581261	3.0
	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	293	9611513	3.0
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	17	10033393	Unreliable
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	16	10081044	Unreliable
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	16	10114934	Unreliable
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	23	10164966	0.2
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	13	10184278	Unreliable
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	20	9431804	0.2
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Male"	"M"	"2012"	"2012"	"New York"	"36"	14	9489217	Unreliable
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Male"	"M"	"2013"	"2013"	"New York"	"36"	21	9536193	0.2
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Male"	"M"	"2014"	"2014"	"New York"	"36"	21	9581261	0.2
	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Male"	"M"	"2015"	"2015"	"New York"	"36"	12	9611513	Unreliable
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Female"	"F"	"2011"	"2011"	"New York"	"36"	35	10033393	0.3
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Female"	"F"	"2012"	"2012"	"New York"	"36"	39	10081044	0.4
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Female"	"F"	"2013"	"2013"	"New York"	"36"	27	10114934	0.3
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Female"	"F"	"2014"	"2014"	"New York"	"36"	27	10164966	0.3
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Female"	"F"	"2015"	"2015"	"New York"	"36"	15	10184278	Unreliable
	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Male"	"M"	"2011"	"2011"	"New York"	"36"	16	9431804	Unreliable
