"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Bronchopneumonia, unspecified"	"J18.0"	"2020 "	"2020"	648	329484123	0.2
	"Lobar pneumonia, unspecified"	"J18.1"	"2011"	"2011"	1865	311591917	0.6
	"Lobar pneumonia, unspecified"	"J18.1"	"2012"	"2012"	1578	313914040	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2013"	"2013"	1663	316128839	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2014"	"2014"	1563	318857056	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2015"	"2015"	1497	321418820	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2016"	"2016"	1524	323127513	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2017"	"2017"	1581	325719178	0.5
	"Lobar pneumonia, unspecified"	"J18.1"	"2018"	"2018"	1455	327167434	0.4
	"Lobar pneumonia, unspecified"	"J18.1"	"2019"	"2019"	1338	328239523	0.4
	"Lobar pneumonia, unspecified"	"J18.1"	"2020 "	"2020"	1282	329484123	0.4
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2011"	"2011"	62	311591917	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2012"	"2012"	59	313914040	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2013"	"2013"	44	316128839	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2014"	"2014"	40	318857056	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2015"	"2015"	50	321418820	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2016"	"2016"	38	323127513	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2017"	"2017"	40	325719178	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2018"	"2018"	30	327167434	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2019"	"2019"	32	328239523	0.0
	"Hypostatic pneumonia, unspecified"	"J18.2"	"2020 "	"2020"	42	329484123	0.0
	"Other pneumonia, organism unspecified"	"J18.8"	"2011"	"2011"	12	311591917	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2012"	"2012"	11	313914040	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2013"	"2013"	13	316128839	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2014"	"2014"	3	318857056	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2015"	"2015"	9	321418820	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2016"	"2016"	11	323127513	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2017"	"2017"	7	325719178	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2019"	"2019"	8	328239523	Unreliable
	"Other pneumonia, organism unspecified"	"J18.8"	"2020 "	"2020"	11	329484123	Unreliable
	"Pneumonia, unspecified"	"J18.9"	"2011"	"2011"	46174	311591917	14.8
	"Pneumonia, unspecified"	"J18.9"	"2012"	"2012"	44014	313914040	14.0
	"Pneumonia, unspecified"	"J18.9"	"2013"	"2013"	47075	316128839	14.9
	"Pneumonia, unspecified"	"J18.9"	"2014"	"2014"	44629	318857056	14.0
	"Pneumonia, unspecified"	"J18.9"	"2015"	"2015"	45519	321418820	14.2
	"Pneumonia, unspecified"	"J18.9"	"2016"	"2016"	42124	323127513	13.0
	"Pneumonia, unspecified"	"J18.9"	"2017"	"2017"	42287	325719178	13.0
	"Pneumonia, unspecified"	"J18.9"	"2018"	"2018"	40952	327167434	12.5
	"Pneumonia, unspecified"	"J18.9"	"2019"	"2019"	37082	328239523	11.3
	"Pneumonia, unspecified"	"J18.9"	"2020 "	"2020"	38913	329484123	11.8
	"Acute bronchitis due to Haemophilus influenzae"	"J20.1"	"2017"	"2017"	1	325719178	Unreliable
	"Acute bronchitis due to streptococcus"	"J20.2"	"2015"	"2015"	1	321418820	Unreliable
	"Acute bronchitis due to streptococcus"	"J20.2"	"2018"	"2018"	1	327167434	Unreliable
	"Acute bronchitis due to parainfluenza virus"	"J20.4"	"2015"	"2015"	1	321418820	Unreliable
	"Acute bronchitis due to parainfluenza virus"	"J20.4"	"2017"	"2017"	1	325719178	Unreliable
	"Acute bronchitis due to parainfluenza virus"	"J20.4"	"2018"	"2018"	1	327167434	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2012"	"2012"	1	313914040	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2013"	"2013"	2	316128839	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2014"	"2014"	1	318857056	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2016"	"2016"	2	323127513	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2017"	"2017"	5	325719178	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2018"	"2018"	6	327167434	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2019"	"2019"	3	328239523	Unreliable
	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	"2020 "	"2020"	6	329484123	Unreliable
	"Acute bronchitis due to rhinovirus"	"J20.6"	"2015"	"2015"	3	321418820	Unreliable
	"Acute bronchitis due to rhinovirus"	"J20.6"	"2016"	"2016"	1	323127513	Unreliable
	"Acute bronchitis due to rhinovirus"	"J20.6"	"2018"	"2018"	2	327167434	Unreliable
	"Acute bronchitis due to rhinovirus"	"J20.6"	"2019"	"2019"	3	328239523	Unreliable
	"Acute bronchitis due to rhinovirus"	"J20.6"	"2020 "	"2020"	5	329484123	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2011"	"2011"	10	311591917	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2012"	"2012"	10	313914040	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2013"	"2013"	16	316128839	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2014"	"2014"	17	318857056	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2015"	"2015"	21	321418820	0.0
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2016"	"2016"	15	323127513	Unreliable
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2017"	"2017"	36	325719178	0.0
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2018"	"2018"	30	327167434	0.0
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2019"	"2019"	34	328239523	0.0
	"Acute bronchitis due to other specified organisms"	"J20.8"	"2020 "	"2020"	23	329484123	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2011"	"2011"	146	311591917	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2012"	"2012"	125	313914040	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2013"	"2013"	155	316128839	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2014"	"2014"	152	318857056	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2015"	"2015"	152	321418820	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2016"	"2016"	119	323127513	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2017"	"2017"	117	325719178	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2018"	"2018"	104	327167434	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2019"	"2019"	110	328239523	0.0
	"Acute bronchitis, unspecified"	"J20.9"	"2020 "	"2020"	81	329484123	0.0
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2011"	"2011"	9	311591917	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2012"	"2012"	12	313914040	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2013"	"2013"	10	316128839	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2014"	"2014"	15	318857056	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2015"	"2015"	18	321418820	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2016"	"2016"	18	323127513	Unreliable
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2017"	"2017"	24	325719178	0.0
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2018"	"2018"	22	327167434	0.0
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2019"	"2019"	23	328239523	0.0
	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	"2020 "	"2020"	20	329484123	0.0
	"Acute bronchiolitis due to human metapneumovirus"	"J21.1"	"2017"	"2017"	3	325719178	Unreliable
	"Acute bronchiolitis due to human metapneumovirus"	"J21.1"	"2018"	"2018"	3	327167434	Unreliable
	"Acute bronchiolitis due to human metapneumovirus"	"J21.1"	"2020 "	"2020"	1	329484123	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2011"	"2011"	4	311591917	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2012"	"2012"	1	313914040	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2013"	"2013"	4	316128839	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2014"	"2014"	4	318857056	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2015"	"2015"	11	321418820	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2016"	"2016"	5	323127513	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2017"	"2017"	7	325719178	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2018"	"2018"	13	327167434	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2019"	"2019"	8	328239523	Unreliable
	"Acute bronchiolitis due to other specified organisms"	"J21.8"	"2020 "	"2020"	8	329484123	Unreliable
	"Acute bronchiolitis, unspecified"	"J21.9"	"2011"	"2011"	45	311591917	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2012"	"2012"	52	313914040	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2013"	"2013"	39	316128839	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2014"	"2014"	43	318857056	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2015"	"2015"	66	321418820	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2016"	"2016"	52	323127513	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2017"	"2017"	56	325719178	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2018"	"2018"	56	327167434	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2019"	"2019"	45	328239523	0.0
	"Acute bronchiolitis, unspecified"	"J21.9"	"2020 "	"2020"	35	329484123	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2011"	"2011"	33	311591917	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2012"	"2012"	38	313914040	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2013"	"2013"	59	316128839	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2014"	"2014"	57	318857056	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2015"	"2015"	36	321418820	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2016"	"2016"	49	323127513	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2017"	"2017"	68	325719178	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2018"	"2018"	83	327167434	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2019"	"2019"	77	328239523	0.0
	"Unspecified acute lower respiratory infection"	"J22"	"2020 "	"2020"	108	329484123	0.0
	"Allergic rhinitis due to pollen"	"J30.1"	"2015"	"2015"	1	321418820	Unreliable
	"Allergic rhinitis due to pollen"	"J30.1"	"2018"	"2018"	1	327167434	Unreliable
	"Other allergic rhinitis"	"J30.3"	"2015"	"2015"	1	321418820	Unreliable
	"Other allergic rhinitis"	"J30.3"	"2017"	"2017"	1	325719178	Unreliable
	"Other allergic rhinitis"	"J30.3"	"2019"	"2019"	1	328239523	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2011"	"2011"	3	311591917	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2012"	"2012"	2	313914040	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2013"	"2013"	2	316128839	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2014"	"2014"	3	318857056	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2015"	"2015"	2	321418820	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2016"	"2016"	2	323127513	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2017"	"2017"	1	325719178	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2018"	"2018"	1	327167434	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2019"	"2019"	4	328239523	Unreliable
	"Allergic rhinitis, unspecified"	"J30.4"	"2020 "	"2020"	4	329484123	Unreliable
	"Chronic rhinitis"	"J31.0"	"2013"	"2013"	1	316128839	Unreliable
	"Chronic rhinitis"	"J31.0"	"2015"	"2015"	1	321418820	Unreliable
	"Chronic rhinitis"	"J31.0"	"2019"	"2019"	1	328239523	Unreliable
	"Chronic rhinitis"	"J31.0"	"2020 "	"2020"	1	329484123	Unreliable
	"Chronic pharyngitis"	"J31.2"	"2012"	"2012"	1	313914040	Unreliable
	"Chronic pharyngitis"	"J31.2"	"2018"	"2018"	1	327167434	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2011"	"2011"	3	311591917	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2012"	"2012"	3	313914040	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2013"	"2013"	5	316128839	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2014"	"2014"	2	318857056	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2015"	"2015"	2	321418820	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2016"	"2016"	1	323127513	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2017"	"2017"	6	325719178	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2018"	"2018"	6	327167434	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2019"	"2019"	7	328239523	Unreliable
	"Chronic maxillary sinusitis"	"J32.0"	"2020 "	"2020"	6	329484123	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2013"	"2013"	2	316128839	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2014"	"2014"	1	318857056	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2016"	"2016"	2	323127513	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2017"	"2017"	3	325719178	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2018"	"2018"	3	327167434	Unreliable
	"Chronic frontal sinusitis"	"J32.1"	"2020 "	"2020"	2	329484123	Unreliable
	"Chronic ethmoidal sinusitis"	"J32.2"	"2011"	"2011"	1	311591917	Unreliable
	"Chronic ethmoidal sinusitis"	"J32.2"	"2012"	"2012"	1	313914040	Unreliable
	"Chronic ethmoidal sinusitis"	"J32.2"	"2013"	"2013"	1	316128839	Unreliable
	"Chronic ethmoidal sinusitis"	"J32.2"	"2018"	"2018"	2	327167434	Unreliable
	"Chronic ethmoidal sinusitis"	"J32.2"	"2020 "	"2020"	2	329484123	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2011"	"2011"	3	311591917	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2012"	"2012"	1	313914040	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2013"	"2013"	3	316128839	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2014"	"2014"	1	318857056	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2015"	"2015"	3	321418820	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2016"	"2016"	2	323127513	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2018"	"2018"	4	327167434	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2019"	"2019"	2	328239523	Unreliable
	"Chronic sphenoidal sinusitis"	"J32.3"	"2020 "	"2020"	3	329484123	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2011"	"2011"	6	311591917	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2012"	"2012"	3	313914040	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2013"	"2013"	5	316128839	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2014"	"2014"	3	318857056	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2015"	"2015"	4	321418820	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2016"	"2016"	5	323127513	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2017"	"2017"	9	325719178	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2018"	"2018"	5	327167434	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2019"	"2019"	3	328239523	Unreliable
	"Chronic pansinusitis"	"J32.4"	"2020 "	"2020"	4	329484123	Unreliable
	"Other chronic sinusitis"	"J32.8"	"2012"	"2012"	2	313914040	Unreliable
	"Other chronic sinusitis"	"J32.8"	"2013"	"2013"	1	316128839	Unreliable
	"Other chronic sinusitis"	"J32.8"	"2018"	"2018"	3	327167434	Unreliable
	"Other chronic sinusitis"	"J32.8"	"2020 "	"2020"	3	329484123	Unreliable
	"Chronic sinusitis, unspecified"	"J32.9"	"2011"	"2011"	69	311591917	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2012"	"2012"	48	313914040	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2013"	"2013"	55	316128839	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2014"	"2014"	55	318857056	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2015"	"2015"	67	321418820	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2016"	"2016"	47	323127513	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2017"	"2017"	59	325719178	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2018"	"2018"	50	327167434	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2019"	"2019"	60	328239523	0.0
	"Chronic sinusitis, unspecified"	"J32.9"	"2020 "	"2020"	50	329484123	0.0
	"Polyp of nasal cavity"	"J33.0"	"2017"	"2017"	1	325719178	Unreliable
	"Other polyp of sinus"	"J33.8"	"2015"	"2015"	1	321418820	Unreliable
	"Nasal polyp, unspecified"	"J33.9"	"2012"	"2012"	2	313914040	Unreliable
	"Nasal polyp, unspecified"	"J33.9"	"2014"	"2014"	2	318857056	Unreliable
	"Nasal polyp, unspecified"	"J33.9"	"2016"	"2016"	1	323127513	Unreliable
	"Nasal polyp, unspecified"	"J33.9"	"2017"	"2017"	1	325719178	Unreliable
	"Nasal polyp, unspecified"	"J33.9"	"2020 "	"2020"	2	329484123	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2011"	"2011"	1	311591917	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2013"	"2013"	2	316128839	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2014"	"2014"	1	318857056	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2015"	"2015"	3	321418820	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2019"	"2019"	1	328239523	Unreliable
	"Abscess, furuncle and carbuncle of nose"	"J34.0"	"2020 "	"2020"	1	329484123	Unreliable
	"Cyst and mucocele of nasal sinus"	"J34.1"	"2012"	"2012"	1	313914040	Unreliable
	"Cyst and mucocele of nasal sinus"	"J34.1"	"2014"	"2014"	1	318857056	Unreliable
	"Cyst and mucocele of nasal sinus"	"J34.1"	"2020 "	"2020"	1	329484123	Unreliable
	"Deviated nasal septum"	"J34.2"	"2013"	"2013"	2	316128839	Unreliable
	"Deviated nasal septum"	"J34.2"	"2019"	"2019"	1	328239523	Unreliable
	"Hypertrophy of nasal turbinates"	"J34.3"	"2013"	"2013"	1	316128839	Unreliable
	"Hypertrophy of nasal turbinates"	"J34.3"	"2015"	"2015"	1	321418820	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2011"	"2011"	10	311591917	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2012"	"2012"	5	313914040	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2013"	"2013"	13	316128839	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2014"	"2014"	10	318857056	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2015"	"2015"	11	321418820	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2016"	"2016"	7	323127513	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2017"	"2017"	8	325719178	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2018"	"2018"	13	327167434	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2019"	"2019"	9	328239523	Unreliable
	"Other specified disorders of nose and nasal sinuses"	"J34.8"	"2020 "	"2020"	12	329484123	Unreliable
	"Chronic tonsillitis"	"J35.0"	"2017"	"2017"	2	325719178	Unreliable
	"Chronic tonsillitis"	"J35.0"	"2019"	"2019"	1	328239523	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2011"	"2011"	2	311591917	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2012"	"2012"	4	313914040	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2013"	"2013"	1	316128839	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2014"	"2014"	1	318857056	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2016"	"2016"	1	323127513	Unreliable
	"Hypertrophy of tonsils"	"J35.1"	"2017"	"2017"	1	325719178	Unreliable
	"Hypertrophy of tonsils with hypertrophy of adenoids"	"J35.3"	"2013"	"2013"	1	316128839	Unreliable
	"Hypertrophy of tonsils with hypertrophy of adenoids"	"J35.3"	"2014"	"2014"	1	318857056	Unreliable
	"Other chronic diseases of tonsils and adenoids"	"J35.8"	"2013"	"2013"	3	316128839	Unreliable
	"Other chronic diseases of tonsils and adenoids"	"J35.8"	"2015"	"2015"	4	321418820	Unreliable
	"Other chronic diseases of tonsils and adenoids"	"J35.8"	"2018"	"2018"	1	327167434	Unreliable
